NEVO-versie/Nevo-version|NEVO-code|Voedingsmiddelnaam|Food name|Ingr_NEVO-code|Ingr_Voedingsmiddel|Ingr_Food|Ingr_relatieve_hoeveelheid/Ingr_relative_amount
NEVO-Online 2021 7.0|1666|Rundvlees >10 g vet bereid gem|Beef >10% fat prepared av|1569|Hamburger bereid|Hamburger prepared|33,8
NEVO-Online 2021 7.0|1666|Rundvlees >10 g vet bereid gem|Beef >10% fat prepared av|1547|Runderriblappen bereid|Beef rib steak prepared|3,1
NEVO-Online 2021 7.0|1666|Rundvlees >10 g vet bereid gem|Beef >10% fat prepared av|1540|Gehakt runder- rul gebakken|Minced beef shallow fried|15,4
NEVO-Online 2021 7.0|1666|Rundvlees >10 g vet bereid gem|Beef >10% fat prepared av|1390|Gehaktbal runder- m ei gebakken|Minced beef ball prepared w egg/crumbs|15,4
NEVO-Online 2021 7.0|1666|Rundvlees >10 g vet bereid gem|Beef >10% fat prepared av|1601|Gehaktbal runder- z ei gebakken|Minced beef ball prepared wo egg|15,4
NEVO-Online 2021 7.0|1666|Rundvlees >10 g vet bereid gem|Beef >10% fat prepared av|1543|Runderpoulet bereid|Beef stewing meat prepared|0,6
NEVO-Online 2021 7.0|1666|Rundvlees >10 g vet bereid gem|Beef >10% fat prepared av|2904|Runder T-bone steak bereid|Beef T-bone steak prepared|0,6
NEVO-Online 2021 7.0|1667|Varkensvlees <5 g vet rauw gem|Pork <5% fat raw av|3024|Varkenspoulet rauw|Pork stewing meat raw|4,3
NEVO-Online 2021 7.0|1667|Varkensvlees <5 g vet rauw gem|Pork <5% fat raw av|1419|Varkensfricandeau rauw|Pork fricandeau part of leg raw|3,3
NEVO-Online 2021 7.0|1667|Varkensvlees <5 g vet rauw gem|Pork <5% fat raw av|2340|Varkensschnitzel gepaneerd rauw|Pork schnitzel breaded raw|29,0
NEVO-Online 2021 7.0|1667|Varkensvlees <5 g vet rauw gem|Pork <5% fat raw av|1418|Varkensfiletlappen rauw|Pork fillet raw|21,1
NEVO-Online 2021 7.0|1667|Varkensvlees <5 g vet rauw gem|Pork <5% fat raw av|1422|Varkenshaas rauw|Pork tenderloin raw|17,6
NEVO-Online 2021 7.0|1667|Varkensvlees <5 g vet rauw gem|Pork <5% fat raw av|1420|Varkenshamlappen rauw|Pork chop raw|14,1
NEVO-Online 2021 7.0|1667|Varkensvlees <5 g vet rauw gem|Pork <5% fat raw av|1790|Varkensschnitzel ongepaneerd rauw|Pork schnitzel not breaded raw|10,1
NEVO-Online 2021 7.0|1667|Varkensvlees <5 g vet rauw gem|Pork <5% fat raw av|1429|Varkensoester rauw|Pork tenderloin medaillon raw|0,5
NEVO-Online 2021 7.0|1668|Varkensvlees 5-14 g vet rauw gem|Pork 5-14% fat raw av|3031|Spareribs varkens- rauw|Pork sparerib raw|9,0
NEVO-Online 2021 7.0|1668|Varkensvlees 5-14 g vet rauw gem|Pork 5-14% fat raw av|1424|Varkenshaaskarbonade rauw|Pork loin chop raw|7,1
NEVO-Online 2021 7.0|1668|Varkensvlees 5-14 g vet rauw gem|Pork 5-14% fat raw av|1430|Varkensschouderlappen rauw|Pork shoulder raw|5,0
NEVO-Online 2021 7.0|1668|Varkensvlees 5-14 g vet rauw gem|Pork 5-14% fat raw av|1425|Varkensschouderkarbonade rauw|Pork shoulder chop raw|46,0
NEVO-Online 2021 7.0|1668|Varkensvlees 5-14 g vet rauw gem|Pork 5-14% fat raw av|3027|Shoarmavlees varkens- rauw|Pork shoarma seasoning raw|17,7
NEVO-Online 2021 7.0|1668|Varkensvlees 5-14 g vet rauw gem|Pork 5-14% fat raw av|1788|Varkensribkarbonade rauw|Pork rib chop raw|14,4
NEVO-Online 2021 7.0|1668|Varkensvlees 5-14 g vet rauw gem|Pork 5-14% fat raw av|1421|Gehakt varkens- rauw|Minced pork raw|0,8
NEVO-Online 2021 7.0|1669|Varkensvlees >15 g vet rauw gem|Pork >15% fat raw av|3025|Spek rook- mager rauw|Bacon lean smoked raw|5,4
NEVO-Online 2021 7.0|1669|Varkensvlees >15 g vet rauw gem|Pork >15% fat raw av|1432|Speklap rauw|Bacon rasher raw|42,1
NEVO-Online 2021 7.0|1669|Varkensvlees >15 g vet rauw gem|Pork >15% fat raw av|1417|Varkensbraadworst rauw|Sausage pork Braadworst raw|39,8
NEVO-Online 2021 7.0|1669|Varkensvlees >15 g vet rauw gem|Pork >15% fat raw av|1431|Vink sla- rauw|Kromesky meat filled raw|11,8
NEVO-Online 2021 7.0|1669|Varkensvlees >15 g vet rauw gem|Pork >15% fat raw av|343|Spek rook- vet rauw|Bacon fat smoked raw|0,6
NEVO-Online 2021 7.0|1669|Varkensvlees >15 g vet rauw gem|Pork >15% fat raw av|1427|Varkenskrabbetjes rauw|Pork spare rib raw|0,3
NEVO-Online 2021 7.0|1670|Varkensvlees <10 g vet bereid gem|Pork <10% fat prepared av|1558|Varkenshaaskarbonade bereid|Pork loin chop prepared|7,0
NEVO-Online 2021 7.0|1670|Varkensvlees <10 g vet bereid gem|Pork <10% fat prepared av|1564|Varkensschouderlappen bereid|Pork shoulder prepared|4,9
NEVO-Online 2021 7.0|1670|Varkensvlees <10 g vet bereid gem|Pork <10% fat prepared av|1553|Varkensfricandeau bereid|Pork fricandeau part of leg prepared|3,6
NEVO-Online 2021 7.0|1670|Varkensvlees <10 g vet bereid gem|Pork <10% fat prepared av|1552|Varkensfiletlappen bereid|Pork fillet prepared|23,5
NEVO-Online 2021 7.0|1670|Varkensvlees <10 g vet bereid gem|Pork <10% fat prepared av|1556|Varkenshaas bereid|Pork tenderloin prepared|19,6
NEVO-Online 2021 7.0|1670|Varkensvlees <10 g vet bereid gem|Pork <10% fat prepared av|1554|Varkenshamlappen bereid|Pork chop prepared|15,7
NEVO-Online 2021 7.0|1670|Varkensvlees <10 g vet bereid gem|Pork <10% fat prepared av|1647|Varkensribkarbonade bereid|Pork rib chop prepared|14,0
NEVO-Online 2021 7.0|1670|Varkensvlees <10 g vet bereid gem|Pork <10% fat prepared av|1789|Varkensschnitzel ongepaneerd bereid|Pork schnitzel not breaded prepared|11,2
NEVO-Online 2021 7.0|1670|Varkensvlees <10 g vet bereid gem|Pork <10% fat prepared av|1563|Varkensoester bereid|Pork tenderloin medaillon prepared|0,5
NEVO-Online 2021 7.0|1671|Varkensvlees 10-19 g vet bereid gem|Pork 10-19% fat prepared av|2300|Worst rook- magere gekookt|Sausage smoked lean cooked|7,5
NEVO-Online 2021 7.0|1671|Varkensvlees 10-19 g vet bereid gem|Pork 10-19% fat prepared av|2908|Spareribs varkens- bereid|Pork sparerib prepared|7,0
NEVO-Online 2021 7.0|1671|Varkensvlees 10-19 g vet bereid gem|Pork 10-19% fat prepared av|2909|Varkenspoulet bereid|Pork stewing meat prepared|3,8
NEVO-Online 2021 7.0|1671|Varkensvlees 10-19 g vet bereid gem|Pork 10-19% fat prepared av|1559|Varkensschouderkarbonade bereid|Pork shoulder chop prepared|35,7
NEVO-Online 2021 7.0|1671|Varkensvlees 10-19 g vet bereid gem|Pork 10-19% fat prepared av|1551|Varkensbraadworst bereid|Sausage pork Braadworst prepared|31,7
NEVO-Online 2021 7.0|1671|Varkensvlees 10-19 g vet bereid gem|Pork 10-19% fat prepared av|2906|Shoarmavlees varkens- bereid|Pork shoarma seasoning prepared|13,7
NEVO-Online 2021 7.0|1671|Varkensvlees 10-19 g vet bereid gem|Pork 10-19% fat prepared av|1555|Gehakt varkens- gebakken|Minced pork prepared|0,6
NEVO-Online 2021 7.0|1672|Varkensvlees >19 g vet bereid gem|Pork >19% fat prepared av|2907|Spek rook- mager bereid|Bacon lean smoked prepared|6,2
NEVO-Online 2021 7.0|1672|Varkensvlees >19 g vet bereid gem|Pork >19% fat prepared av|3026|Speklap bereid in eigen vet|Bacon rasher prepared in own fat|48,7
NEVO-Online 2021 7.0|1672|Varkensvlees >19 g vet bereid gem|Pork >19% fat prepared av|324|Worst rook- gekookt gem|Sausage smoked cooked av|30,3
NEVO-Online 2021 7.0|1672|Varkensvlees >19 g vet bereid gem|Pork >19% fat prepared av|1565|Vink sla- gebakken|Kromesky meat filled prepared|13,6
NEVO-Online 2021 7.0|1672|Varkensvlees >19 g vet bereid gem|Pork >19% fat prepared av|1297|Spek rook- vet bereid|Bacon fat smoked prepared|0,7
NEVO-Online 2021 7.0|1672|Varkensvlees >19 g vet bereid gem|Pork >19% fat prepared av|1561|Varkenskrabbetjes bereid|Pork spare rib prepared|0,4
NEVO-Online 2021 7.0|1673|Kalfsvlees <5 g vet gem rauw|Veal <5% fat raw av|3016|Kalfsschnitzel ongepaneerd rauw|Veal schnitzel not breaded raw|56,7
NEVO-Online 2021 7.0|1673|Kalfsvlees <5 g vet gem rauw|Veal <5% fat raw av|3019|Kalfslappen mager rauw|Veal frying steak raw|43,3
NEVO-Online 2021 7.0|1674|Kalfsvlees >5 g vet gem rauw|Veal >5% fat raw av|1437|Vink kalfs- rauw|Veal olive raw|53,0
NEVO-Online 2021 7.0|1674|Kalfsvlees >5 g vet gem rauw|Veal >5% fat raw av|1436|Kalfsentrecote rauw|Veal prime rib raw|23,6
NEVO-Online 2021 7.0|1674|Kalfsvlees >5 g vet gem rauw|Veal >5% fat raw av|3017|Gehakt kalfs- rauw|Minced veal raw|23,4
NEVO-Online 2021 7.0|1675|Lamsvlees >10 g vet rauw gem|Lamb >10 g fat raw av|1445|Lamskarbonade rauw|Lamb chop raw|50,8
NEVO-Online 2021 7.0|1675|Lamsvlees >10 g vet rauw gem|Lamb >10 g fat raw av|1444|Gehakt lams-/schapen- rauw|Minced lamb raw|49,2
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|2340|Varkensschnitzel gepaneerd rauw|Pork schnitzel breaded raw|9,2
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|1418|Varkensfiletlappen rauw|Pork fillet raw|6,7
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|1422|Varkenshaas rauw|Pork tenderloin raw|5,6
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|1404|Runderbaklappen rauw|Beef frying steak raw|5,1
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|1634|Kipfilet rauw|Chicken fillet raw|46,6
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|1420|Varkenshamlappen rauw|Pork chop raw|4,5
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|1790|Varkensschnitzel ongepaneerd rauw|Pork schnitzel not breaded raw|3,2
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|1410|Runderrosbief rauw|Beef roast raw|1,9
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|1401|Runderbiefstuk v de haas rauw|Beef tenderloin steak raw|1,8
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|3024|Varkenspoulet rauw|Pork stewing meat raw|1,4
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|1400|Runderbiefstuk rauw|Beef rump steak raw|11,0
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|1419|Varkensfricandeau rauw|Pork fricandeau part of leg raw|1,0
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|1409|Runderrollade rauw|Beef sirloin rolled raw|0,9
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|95|Paardenvlees rauw|Horse meat raw|0,6
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|1408|Runderpoulet rauw|Beef stewing meat raw|0,3
NEVO-Online 2021 7.0|1676|Vlees <5 g vet excl lever rauw gem|Meat av raw <5% fat excl liver|1429|Varkensoester rauw|Pork tenderloin medaillon raw|0,1
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1425|Varkensschouderkarbonade rauw|Pork shoulder chop raw|7,6
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1432|Speklap rauw|Bacon rasher raw|7,2
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1417|Varkensbraadworst rauw|Sausage pork Braadworst raw|6,8
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|108|Kip m vel rauw|Chicken w skin raw|6,0
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1305|Kip z vel rauw|Chicken wo skin raw|3,6
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1415|Rundertartaar rauw|Beef steak tartare raw|3,1
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|3027|Shoarmavlees varkens- rauw|Pork shoarma seasoning raw|2,9
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1788|Varkensribkarbonade rauw|Pork rib chop raw|2,4
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|3030|Runderbraadworst rauw|Sausage beef Braadworst raw|2,4
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1431|Vink sla- rauw|Kromesky meat filled raw|2,0
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1434|Gehakt hoh rauw|Minced beef/pork raw|17,3
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1414|Rundersukadelappen rauw|Beef stewing steak raw|1,7
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|2339|Vink runder- rauw|Beef olives raw|1,6
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1405|Gehakt runder- rauw|Minced beef raw|15,2
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|3031|Spareribs varkens- rauw|Pork sparerib raw|1,5
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1424|Varkenshaaskarbonade rauw|Pork loin chop raw|1,2
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1435|Hamburger rauw|Hamburger raw|11,2
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1412|Runderriblappen rauw|Beef rib steak raw|1,0
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|3025|Spek rook- mager rauw|Bacon lean smoked raw|0,9
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1430|Varkensschouderlappen rauw|Pork shoulder raw|0,8
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|106|Eend m vel rauw|Duck w skin raw|0,7
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1642|Kiprollade rauw|Chicken rolled raw|0,7
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1402|Runderentrecote rauw|Beef prime rib raw|0,7
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1413|Runder doorregen lappen rauw|Beef streaked/marbled raw|0,5
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|109|Konijn tam rauw|Rabbit domesticated raw|0,3
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|3033|Runder T-bone steak rauw|Beef T-bone steak raw|0,2
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1421|Gehakt varkens- rauw|Minced pork raw|0,1
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|330|Kalkoen rauw|Turkey raw|0,1
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1406|Runderklapstuk rauw|Beef rib raw|0,1
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|99|Schapenvlees >10 g vet rauw gem|Mutton >10g fat raw av|0,1
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|343|Spek rook- vet rauw|Bacon fat smoked raw|0,1
NEVO-Online 2021 7.0|1677|Vlees >5 g vet excl lever rauw gem|Meat av raw >5% fat excl liver|1427|Varkenskrabbetjes rauw|Pork spare rib raw|0,1
NEVO-Online 2021 7.0|1876|Salade komkommer- lunch/borrel|Salad cucumber|1885|Water gem|Water av|9,3
NEVO-Online 2021 7.0|1876|Salade komkommer- lunch/borrel|Salad cucumber|27|Komkommer z schil rauw|Cucumber wo skin raw|55,7
NEVO-Online 2021 7.0|1876|Salade komkommer- lunch/borrel|Salad cucumber|278|Yoghurt volle|Yoghurt full fat|5,2
NEVO-Online 2021 7.0|1876|Salade komkommer- lunch/borrel|Salad cucumber|377|Suiker kristal-|Sugar granulated|4,1
NEVO-Online 2021 7.0|1876|Salade komkommer- lunch/borrel|Salad cucumber|317|Olie zonnebloem-|Oil sunflower seed|3,1
NEVO-Online 2021 7.0|1876|Salade komkommer- lunch/borrel|Salad cucumber|308|Olie arachide-|Oil peanut|17,5
NEVO-Online 2021 7.0|1876|Salade komkommer- lunch/borrel|Salad cucumber|2615|Azijn|Vinegar|1,0
NEVO-Online 2021 7.0|1876|Salade komkommer- lunch/borrel|Salad cucumber|86|Eidooier kippen- gekookt|Egg yolk chicken boiled|1,0
NEVO-Online 2021 7.0|1876|Salade komkommer- lunch/borrel|Salad cucumber|215|Maizena|Cornstarch|1,0
NEVO-Online 2021 7.0|1876|Salade komkommer- lunch/borrel|Salad cucumber|64|Ui gekookt|Onions boiled|1,0
NEVO-Online 2021 7.0|1876|Salade komkommer- lunch/borrel|Salad cucumber|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,9
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|72|Wortel gekookt gem|Carrot boiled av|9,8
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|377|Suiker kristal-|Sugar granulated|6,9
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|147|Appel z schil gem|Apple wo skin av|4,9
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|567|Worst boterham-|Sausage luncheon meat|26,6
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|1127|Sap citroen- vers|Juice lemon fresh|2,0
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|64|Ui gekookt|Onions boiled|2,0
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|308|Olie arachide-|Oil peanut|17,7
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|215|Maizena|Cornstarch|1,5
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|132|Augurk zoetzuur|Gherkins sweet pickled|12,8
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|1885|Water gem|Water av|12,8
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|86|Eidooier kippen- gekookt|Egg yolk chicken boiled|1,0
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|824|Mosterd|Mustard|1,0
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|299|Room slag- onbereid|Cream whipping unprepared|1,0
NEVO-Online 2021 7.0|1877|Salade vlees- lunch/borrel|Salad meat|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,1
NEVO-Online 2021 7.0|1885|Water gem|Water av|598|Water 0-50 mg calcium p liter|Water 0-50 mg calcium p litre|60,0
NEVO-Online 2021 7.0|1885|Water gem|Water av|599|Water 50-100 mg calcium p liter|Water 50-100 mg calcium p litre|40,0
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|64|Ui gekookt|Onions boiled|9,2
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|15|Kool bloem- gekookt|Cauliflower boiled|7,9
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|951|Bonen sperzie- gekookt|Beans French boiled|7,4
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|72|Wortel gekookt gem|Carrot boiled av|6,8
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|920|Broccoli gekookt|Broccoli boiled|6,1
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|2735|Tomaat gekookt gem|Tomato av boiled|5,3
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|68|Witlof gekookt|Chicory boiled|4,2
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|139|Bonen sperzie- blik/glas|Beans French tinned|3,1
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|37|Prei gekookt|Leek boiled|3,0
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|20|Champignon gekookt|Mushroom boiled|2,9
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|146|Spinazie diepvries gekookt|Spinach frozen boiled|2,9
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|16|Kool boeren- gekookt|Kale curly boiled|2,8
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|651|Spinazie a la creme diepvries gekookt|Spinach creamed frozen boiled|2,8
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|74|Kool zuur- gekookt|Cabbage sauerkraut cooked|2,6
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|136|Doperwten m wortelen blik/glas|Peas and carrots tinned|2,3
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|8|Andijvie gekookt|Endive boiled|2,2
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|958|Biet rode gekookt|Beetroot boiled|2,1
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|55|Spruitjes gekookt|Brussel sprouts boiled|2,0
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|135|Doperwten zeer fijn/extra fijn blik/glas|Peas super fine tinned|1,8
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|52|Spinazie gekookt|Spinach boiled|1,8
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|143|Wortel blik/glas|Carrot tinned|1,8
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|961|Bonen snij- gekookt|Beans runner boiled|1,7
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|954|Bonen sperzie- diepvries gekookt|Beans French frozen boiled|1,7
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|966|Courgette gekookt|Courgettes boiled|1,5
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|54|Kool spits- gekookt|Cabbage oxheart boiled|1,4
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|885|Paprika rode gekookt|Sweet pepper red boiled|1,1
NEVO-Online 2021 7.0|1904|Groenten gekookt gem|Vegetables av boiled|650|Kool rode m appeltjes diepvries gekookt|Cabbage red w apple pieces frozen boiled|1,0
